,X,STATION,Station,State,DATE,TIME,HLY.CLDH.NORMAL,HLY.CLOD.PCTBKN,HLY.CLOD.PCTCLR,HLY.CLOD.PCTFEW,HLY.CLOD.PCTOVC,HLY.CLOD.PCTSCT,HLY.DEWP.10PCTL,HLY.DEWP.90PCTL,HLY.DEWP.NORMAL,HLY.HIDX.NORMAL,HLY.HTDH.NORMAL,HLY.PRES.10PCTL,HLY.PRES.90PCTL,HLY.PRES.NORMAL,HLY.TEMP.10PCTL,HLY.TEMP.90PCTL,HLY.TEMP.NORMAL,HLY.WCHL.NORMAL,HLY.WIND.1STDIR,HLY.WIND.1STPCT,HLY.WIND.2NDDIR,HLY.WIND.2NDPCT,HLY.WIND.AVGSPD,HLY.WIND.PCTCLM,HLY.WIND.VCTDIR,HLY.WIND.VCTSPD
1361,1361,USW00012835,FORT MYERS PAGE FIELD AIRPORT,FL,6-Mar,19,5.3,189,417,153,153,86,42.1,68,56.4,69.2,1.1,1,1,1,61,75.9,69.2,69.2,8,251,7,188,9.1,14,290,2.6
1362,1362,USW00023160,TUCSON INTERNATIONAL AIRPORT,AZ,31-Mar,7,-777.7,100,631,93,132,44,17.1,43,29.7,50.7,14.3,1,1,1,42.1,59,50.7,49,4,620,5,130,7.9,61,143,6.1
1363,1363,USW00014755,MOUNT WASHINGTON,NH,31-Jan,12,0,NA,NA,NA,NA,NA,-24.9,21.2,-1.2,NA,58.3,NA,NA,NA,-11,25.9,6.7,NA,7,392,8,314,42.5,10,280,32.4
1364,1364,USW00023034,SAN ANGELO MATHIS FIELD,TX,13-Mar,12,3.5,127,445,75,298,55,21,57,39.4,63.4,5.2,1,1,1,48.9,77,63.4,62.4,5,260,6,149,14,11,221,4
1365,1365,USW00003889,JACKSON JULIAN CARROLL AIRPORT,KY,14-Jan,18,-777.7,77,296,70,525,31,6.1,44.1,23.8,36.2,28.8,1,1,1,19.9,53.1,36.2,31.6,7,233,6,219,6.4,108,243,3
1366,1366,USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT,WI,3-Jan,11,0,175,138,91,537,58,0,33.1,18.3,26.3,38.7,1,1,1,10.9,39,26.3,15.9,6,225,8,220,12.4,18,268,5.4
1367,1367,USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT,UT,16-Mar,21,0,223,156,116,379,125,21,39,30.8,43.4,21.6,1,1,1,34,53.1,43.4,40,4,300,5,187,7.2,109,175,1.8
1368,1368,USW00003872,BECKLEY RALEIGH CO AIRPORT,WV,25-Mar,14,0.9,165,241,110,431,53,18,48,32.9,51.4,14.5,1,1,1,34,69.1,51.4,48.5,7,233,8,185,10.7,16,260,4.1
1369,1369,USW00094789,JFK INTERNATIONAL AIRPORT,NY,11-Jan,22,0,182,207,116,426,68,1.9,39.9,21.5,32.5,32.5,1,1,1,19,45,32.5,23.6,8,265,7,218,13,24,301,6.9
1370,1370,USW00014606,BANGOR INTERNATIONAL AIRPORT,ME,9-Feb,18,0,162,305,121,352,60,-6,30.2,11.7,22.8,42.2,1,1,1,9,35.6,22.8,14.5,8,333,5,138,8,91,307,3.8
1371,1371,USW00024023,NORTH PLATTE REGIONAL AIRPORT,NE,13-Mar,3,0,85,420,94,342,60,10.9,35.1,23.6,29,36,1,1,1,17.1,42.1,29,22,8,259,3,130,8.5,111,7,2
1372,1372,USW00003860,HUNTINGTON TRI STATE AIRPORT,WV,6-Jan,13,0.1,111,183,69,597,39,10,46.9,27.5,38.9,26.2,1,1,1,23,55.9,38.9,33.7,6,276,7,214,8.5,41,248,4.6
1373,1373,USW00023273,SANTA MARIA PUBLIC AIRPORT,CA,13-Jan,15,1.4,224,340,137,194,105,32,52,43.6,61.8,4.7,1,1,1,55,71.1,61.8,61.7,8,531,7,205,10.5,27,300,7.3
1374,1374,USW00004725,BINGHAMTON GREATER AP,NY,25-Feb,11,0,148,162,81,559,51,3.9,34,19.1,29.4,35.6,1,1,1,15.1,45,29.4,20.2,8,236,7,199,11.7,24,269,4.8
1375,1375,USW00003870,GRNVL SPART INTERNATIONAL AIRPORT,SC,23-Feb,18,0.3,113,409,65,388,25,14,52,32.6,53,12.3,1,1,1,39,64,53,51.2,6,274,2,177,8.9,53,253,1.5
1376,1376,USW00003822,SAVANNAH INTERNATIONAL AIRPORT,GA,13-Jan,6,-777.7,62,460,76,361,41,18,57,36.8,42.4,22.7,1,1,1,28,59,42.4,39.4,7,181,8,161,6,200,305,2.3
1377,1377,USW00093738,WASHINGTON DULLES INTERNATIONAL AIRPORT,VA,3-Mar,15,0.5,227,130,148,427,67,10.9,45,27,47.8,17.8,1,1,1,33.1,64.9,47.8,43.7,8,307,1,148,11.6,20,295,5.2
1378,1378,USW00014777,WILKES BARRE SCRANTON INTERNATIONAL AIRPORT,PA,27-Mar,14,0.6,147,280,78,440,55,12.9,44.1,29.1,48.7,16.9,1,1,1,35.1,66,48.7,45,8,252,6,180,11.4,38,282,4.7
1379,1379,USW00003889,JACKSON JULIAN CARROLL AIRPORT,KY,30-Mar,13,2.5,166,248,96,412,77,23,52,36.7,58,9.6,1,1,1,39.9,75,58,56.7,6,256,7,195,7.9,58,237,4.6
1380,1380,USW00024128,WINNEMUCCA MUNICIPAL AIRPORT,NV,22-Jan,19,0,NA,NA,NA,NA,NA,12,33.1,23.7,31.1,34.6,1,1,1,19,41,30.4,25,5,198,2,159,7.5,110,140,1.5
1381,1381,USW00023232,SACRAMENTO EXECUTIVE AIRPORT,CA,20-Feb,3,0,112,430,95,320,42,34,50,42.6,46.4,18.6,1,1,1,39,53.1,46.4,44.6,4,311,5,126,5.4,310,149,2.1
1382,1382,USW00013748,WILMINGTON INTERNATIONAL AIRPORT,NC,2-Mar,21,0.1,84,516,68,306,25,24.1,59,40.9,49.7,15.5,1,1,1,37.4,63,49.6,47.8,6,258,2,128,7.4,142,236,1.5
1383,1383,USW00026425,GULKANA AIRPORT,AK,1-Jan,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1,NA,NA,NA,-27,19.9,-2.1,NA,1,92,8,68,2.7,713,346,0.2
1384,1384,USW00013739,PHILADELPHIA INTERNATIONAL AIRPORT,PA,25-Feb,15,0.1,238,104,115,432,111,8.1,43,25.5,44.4,20.6,1,1,1,33.1,57.9,44.4,39.1,8,244,7,211,13.2,16,292,6.2
1385,1385,USW00013899,PENSACOLA REGIONAL AIRPORT,FL,22-Jan,2,0.1,113,443,70,347,27,21.9,60.1,40.9,47.2,18.1,1,1,1,33.1,62.1,47,44.3,1,257,2,142,7.9,104,4,2.9
1386,1386,USW00025507,HOMER AIRPORT,AK,21-Mar,3,0,166,216,62,503,53,8.1,32,21.9,28.3,36.7,1,1,1,17.1,37,28.3,22.2,2,368,1,130,6.8,189,48,2.8
1387,1387,USW00013897,NASHVILLE INTERNATIONAL AIRPORT,TN,26-Mar,11,2,235,135,132,374,123,24.1,55.9,39.9,58.3,8.7,1,1,1,43,73,58.3,57,5,201,6,153,10.8,9,228,2.7
1388,1388,USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT,MO,2-Feb,22,-777.7,122,270,95,475,38,3.9,39,23.7,32.4,32.6,1,1,1,16,48,32.4,25,8,179,5,160,9.7,47,270,1.6
1389,1389,USW00014711,MIDDLETOWN HARRISBURG INTERNATIONAL AIRPORT,PA,6-Jan,20,-777.7,112,316,83,451,38,6.8,36,22.5,32.9,32.1,NA,NA,NA,21,44.1,32.9,26.9,8,323,4,115,8.2,243,304,4.1
1390,1390,USW00027502,BARROW W POST W ROGERS AIRPORT,AK,27-Jan,3,0,109,371,100,355,65,-34.1,-2.9,-18,-12.7,80.4,1,1,1,-33,0,-15.4,-35.2,3,257,2,206,12,36,62,3.6
1391,1391,USW00023047,AMARILLO INTERNATIONAL AIRPORT,TX,20-Feb,3,0,94,497,66,314,28,12.9,36,24.3,34.8,30.2,1,1,1,23,48,34.8,27.2,6,232,5,218,12.3,13,237,4
1392,1392,USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT,CA,25-Feb,5,0,239,190,105,380,85,37,51.1,44.5,48.9,16.1,1,1,1,43,54,48.9,47.3,7,223,4,162,7,207,226,2.4
1393,1393,USW00004725,BINGHAMTON GREATER AP,NY,1-Jan,1,0,70,172,43,676,39,1.9,33.1,18.4,24.2,40.8,1,1,1,9,37.9,24.2,14.9,7,209,8,197,9.8,31,251,4.2
1394,1394,USW00014852,YOUNGSTOWN WARREN REGIONAL AIRPORT,OH,31-Jan,18,0,159,64,77,639,61,3.9,34,19.4,28.6,36.4,1,1,1,14,42.1,28.6,20.1,6,238,7,178,9.9,47,258,4.2
1395,1395,USW00014739,BOSTON,MA,21-Mar,6,0,126,228,153,406,86,8.1,39.9,25.9,34.9,30.1,1,1,1,25,44.1,34.9,27.2,8,246,1,166,11.5,33,305,4.7
1396,1396,USW00012816,GAINESVILLE REGIONAL AIRPORT,FL,23-Jan,20,0.4,138,456,120,233,53,28,62.1,46.1,53.9,11.5,1,1,1,39.9,66,53.9,52.8,7,175,8,158,6.2,189,319,1.3
1397,1397,USW00013904,AUSTIN BERGSTROM INTERNATIONAL AIRPORT,TX,19-Mar,2,0.7,139,278,113,433,37,34,64.4,49,NA,10.4,1,1,1,43,68,55.3,NA,5,253,1,162,6.3,291,176,0.7
1398,1398,USW00023044,EL PASO INTERNATIONAL AIRPORT,TX,26-Feb,10,0.2,238,313,182,150,117,12.9,39,26.4,54.4,10.8,1,1,1,44.1,64,54.4,53.1,1,167,7,152,8.6,107,256,2.6
1399,1399,USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT,VA,6-Jan,9,0,212,88,147,484,70,9,42.1,25.9,35.5,29.5,1,1,1,23.2,46,35.5,29,8,237,5,193,9.3,67,307,3.3
1400,1400,USW00014755,MOUNT WASHINGTON,NH,5-Jan,9,0,NA,NA,NA,NA,NA,-21.8,21.9,1.1,NA,56.9,NA,NA,NA,-7.8,24.8,8.1,NA,7,372,8,340,46.3,15,285,35.5
1401,1401,USW00013741,ROANOKE REGIONAL AIRPORT,VA,21-Jan,9,0,176,226,129,381,88,3,36,20.7,31.9,33.1,1,1,1,18,44.1,31.9,25.9,7,257,8,230,8,187,291,5.2
1402,1402,USW00022010,DEL RIO INTERNATIONAL AIRPORT,TX,20-Mar,14,9.8,NA,NA,NA,NA,NA,26.2,61.9,44.8,73.8,1,NA,NA,NA,62.1,84,73.8,73.7,4,400,8,185,11.4,71,135,2.2
1403,1403,USW00003889,JACKSON JULIAN CARROLL AIRPORT,KY,15-Feb,23,-777.7,102,288,64,513,33,10.9,46,27.1,38,27,1,1,1,23,54,38,33.7,7,185,5,166,6.9,80,228,2
1404,1404,USW00013959,WACO REGIONAL AIRPORT,TX,17-Jan,7,-777.7,89,411,55,421,24,19.9,53.1,34.3,39.4,25.6,1,1,1,27,55,39.4,34.6,1,239,5,210,8.6,80,295,1.3
1405,1405,USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT,MN,26-Mar,13,-777.7,138,249,102,441,70,3.9,34,20.8,36.5,28.5,1,1,1,24.1,48.9,36.5,29.5,8,172,1,150,11,40,315,1.5
1406,1406,USW00026615,BETHEL AIRPORT,AK,21-Jan,18,0,212,202,79,433,74,-24,27,3.4,8.6,56.7,1,1,1,-18,32,8.3,-7.7,2,413,1,187,14.7,11,38,7.5
1407,1407,USW00025507,HOMER AIRPORT,AK,23-Feb,3,0,NA,NA,NA,NA,NA,0,32,18.9,25,40,1,1,1,10,37.9,25,18,2,407,1,120,7,175,50,3
1408,1408,USW00014929,ABERDEEN REGIONAL AIRPORT,SD,24-Mar,5,0,67,446,73,390,24,12.2,35.1,24.3,28.7,36.3,NA,NA,NA,17.1,39,28.7,20.5,1,209,5,199,10.2,58,359,1.5
1409,1409,USW00014771,SYRACUSE HANCOCK INTERNATIONAL AIRPORT,NY,17-Mar,17,0.1,209,108,101,496,85,9,37,23.6,38.4,26.7,1,1,1,25,53.1,38.4,31.6,8,299,7,235,11.6,20,298,5.4
1410,1410,USW00094847,DETROIT METROPOLITAN AIRPORT,MI,20-Feb,13,-777.7,210,75,84,549,82,8.1,36,22.6,33.7,31.3,1,1,1,21.9,46,33.7,25.4,6,218,7,177,12.5,20,251,4.6
1411,1411,USW00014929,ABERDEEN REGIONAL AIRPORT,SD,3-Jan,14,0,150,304,58,437,51,-9.9,28.9,11,18.8,46.2,1,1,1,-0.9,37,18.8,6.9,8,222,5,210,12.1,29,307,3.7
1412,1412,USW00013883,COLUMBIA METROPOLITAN AIRPORT,SC,6-Feb,2,-777.7,98,384,100,368,50,18,52,33.8,41.4,23.7,1,1,1,28.9,57,41.4,38.6,7,210,6,164,5.6,264,280,2
1413,1413,USW00024229,PORTLAND INTERNATIONAL AIRPORT,OR,6-Jan,15,0,224,57,48,615,57,23,46,36.2,44,21,1,1,1,36,52,44,39.2,4,362,3,206,11,60,133,6.8
1414,1414,USW00024023,NORTH PLATTE REGIONAL AIRPORT,NE,22-Jan,21,0,116,477,83,293,31,3,28,16.9,23.8,41.2,1,1,1,10,35.1,23.8,16.5,8,266,4,137,7.5,142,340,1.7
1415,1415,USW00003820,AUGUSTA BUSH FIELD AIRPORT,GA,13-Feb,20,0.1,107,442,82,308,61,21.9,54,37.6,48.6,16.5,1,1,1,37,61,48.6,46.9,7,157,6,140,5.4,303,274,1.8
1416,1416,USW00094908,DUBUQUE REGIONAL AIRPORT,IA,13-Mar,18,-777.7,99,355,61,438,47,10.9,39,25.8,36.7,28.3,1,1,1,23,50,36.7,29.3,8,211,2,151,11.5,18,334,1.9
1417,1417,USW00027502,BARROW W POST W ROGERS AIRPORT,AK,24-Jan,6,0,98,351,113,336,102,-33,-1.5,-17.4,-12.2,79.3,1,1,1,-32.1,1.9,-14.3,-34.3,2,244,3,243,12.4,22,63,4.2
1418,1418,USW00093738,WASHINGTON DULLES INTERNATIONAL AIRPORT,VA,19-Jan,3,-777.7,140,259,99,444,59,3,36,20.3,28.6,36.4,1,1,1,14,42.1,28.6,22.8,8,284,1,164,6.8,198,309,3.2
1419,1419,USW00014913,DULUTH INTERNATIONAL AIRPORT,MN,13-Mar,21,0,95,391,84,391,38,-2.9,30,15.7,24.8,40.2,1,1,1,10,37,24.8,15.6,3,208,8,196,10,53,17,1.4
1420,1420,USW00093721,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT,MD,4-Mar,12,0.2,248,130,123,393,107,10,44.1,26.1,44.7,20.5,1,1,1,32,60.1,44.7,39.7,8,276,7,189,12.2,22,296,5.7
1421,1421,USW00014768,ROCHESTER GREATER INTERNATIONAL,NY,24-Feb,13,-777.7,221,41,73,580,84,7,36,21.6,33.4,31.6,1,1,1,19.9,48,33.4,25,7,292,6,201,12.9,29,262,7.1
1422,1422,USW00094012,HAVRE AIRPORT ASOS,MT,18-Feb,18,0,NA,NA,NA,NA,NA,-5.1,30.2,16.5,27,38,NA,NA,NA,1.9,44.1,27,19.5,6,265,3,214,8.5,92,253,1.2
1423,1423,USW00021504,HILO INTERNATIONAL AIRPORT 87,HI,10-Jan,21,4.4,229,158,127,416,70,60.1,68,63.9,69.4,-777.7,1,1,1,66.9,72,69.4,69.4,6,429,5,193,5.4,98,230,2.8
1424,1424,USW00093821,LOUISVILLE INTERNATIONAL AIRPORT,KY,16-Jan,18,-777.7,150,95,120,557,79,6.1,43,24.7,36.6,28.4,1,1,1,21.9,53.1,36.6,30.1,7,203,6,177,9.8,24,260,3.8
1425,1425,USW00013967,OKLAHOMA CITY WILL ROGERS WORLD AIRPORT,OK,25-Jan,12,-777.7,132,288,128,371,81,12,41,26.9,43.2,21.8,1,1,1,28,59,43.2,37.7,1,216,5,212,14.2,22,275,2.1
1426,1426,USW00093819,INDIANAPOLIS INTERNATIONAL AIRPORT,IN,12-Feb,10,0,150,144,84,556,66,3,39.9,22.5,29.1,35.9,1,1,1,12,44.1,29.1,20.3,7,196,5,154,11,22,244,2.7
1427,1427,USW00013894,MOBILE REGIONAL AIRPORT,AL,1-Jan,20,0.3,118,376,77,392,36,25,62.1,43.2,49.9,15.5,1,1,1,36,64.9,49.9,47.7,1,202,4,164,7.8,98,45,1.4
1428,1428,USW00093822,SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT,IL,25-Mar,7,-777.7,114,349,75,425,37,20.1,48.2,33.5,39.8,25.3,1,1,1,28,55,39.8,34.4,5,154,8,132,10.4,53,203,1
1429,1429,USW00024028,SCOTTSBLUFF W B HEILIG FIELD AIRPORT,NE,29-Jan,9,-777.7,157,389,126,288,40,1.9,28,15.6,25.3,39.7,1,1,1,8.1,39,25.3,16.7,8,441,7,206,9.6,71,306,5.6
1430,1430,USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT,KY,2-Jan,13,-777.7,142,69,103,627,59,10,45,26.4,35.7,29.3,1,1,1,21,53.1,35.7,28.9,6,256,7,209,10.7,31,240,4.9
1431,1431,USW00014768,ROCHESTER GREATER INTERNATIONAL,NY,18-Jan,4,0,107,68,50,720,55,-0.9,33.1,16.9,22.9,42.1,1,1,1,3.9,39,22.9,13.4,6,272,7,214,10.1,65,236,5.5
1432,1432,USW00014836,LANSING CAPITAL CITY AIRPORT,MI,12-Jan,5,0,100,155,41,671,32,-2,32,16.4,20.9,44.1,1,1,1,1.9,36,20.9,11.5,6,258,7,206,9.8,73,251,4.9
1433,1433,USW00022516,KAHULUI AIRPORT,HI,5-Mar,6,2,201,420,174,126,79,55,66,60.3,65.4,1.6,1,1,1,59,71.1,65.4,65.4,2,358,5,212,8.2,62,76,4.3
1434,1434,USW00013876,BIRMINGHAM AIRPORT,AL,4-Mar,17,2,198,240,121,339,101,19,56.5,36.4,59,8,1,1,1,43,73,59,57.7,1,203,8,183,9.7,33,281,2.5
1435,1435,USW00013891,KNOXVILLE MCGHEE TYSON AIRPORT,TN,22-Mar,18,1.8,162,221,144,370,103,21,55,38.8,59.1,7.6,1,1,1,44.1,73,59.1,58.1,6,231,2,188,8.6,89,266,3
1436,1436,USW00014898,GREEN BAY AUSTIN STRAUBEL INTERNATIONAL AIRPORT,WI,20-Feb,7,0,106,294,81,479,40,-4,30.9,14.7,19.4,45.6,1,1,1,1.9,34,19.4,10.3,2,188,8,165,8.6,107,312,2.2
1437,1437,USW00024144,HELENA AIRPORT ASOS,MT,14-Mar,7,0,163,276,66,429,66,10.4,30.2,20.6,27.4,37.6,1,1,1,16,37.9,27.4,23,7,292,8,148,4.9,362,269,3.8
1438,1438,USW00014847,SAULT STE MARIE SANDERSON FIELD,MI,27-Feb,15,0,110,267,98,452,73,-2,30.2,14.4,25.7,39.3,1,1,1,12.9,37.9,25.7,16.1,8,376,4,145,10.8,47,296,3.7
1439,1439,USW00014936,HURON REGIONAL AIRPORT,SD,18-Jan,13,0,137,342,89,386,46,-8,28,12.7,21.8,43.2,1,1,1,3,39.9,21.8,10.7,8,316,1,172,12.5,43,311,4.5
1440,1440,USW00094008,GLASGOW INTERNATIONAL AIRPORT,MT,14-Jan,11,0,97,327,85,443,47,-14.1,26.1,9.2,15.5,49.7,1,1,1,-8,35.1,15.3,4.8,8,294,4,218,9.6,87,353,1.6
1441,1441,USW00014771,SYRACUSE HANCOCK INTERNATIONAL AIRPORT,NY,21-Jan,2,0,80,87,63,726,44,-4,30.9,14.7,21.1,43.9,1,1,1,1.9,37,21.1,11.7,7,219,3,190,9.5,58,261,3.1
1442,1442,USW00094224,ASTORIA REGIONAL AIRPORT,OR,6-Mar,10,0,129,171,63,586,51,34,48.9,41.4,47.2,17.8,1,1,1,41,53.1,47.2,44.4,3,220,2,150,8.4,116,143,2.5
1443,1443,USW00014848,SOUTH BEND AIRPORT,IN,25-Feb,23,0,97,276,56,544,27,10,36,23.6,30.7,34.3,1,1,1,17.6,43,30.7,23.5,6,190,5,134,9.4,82,251,1.9
1444,1444,USW00024121,ELKO REGIONAL AIRPORT,NV,20-Feb,1,0,118,396,135,332,19,9,32,21.5,26.5,38.6,1,1,1,12.9,37.4,26.4,22.2,3,173,2,114,4.4,373,165,0.6
1445,1445,USW00024032,VALENTINE MILLER FIELD,NE,11-Mar,17,0.5,126,358,112,367,37,10,33.1,22.6,44,21.5,1,1,1,23,64.9,44,38.8,1,223,8,218,12.5,33,332,3.5
1446,1446,USW00012924,CORPUS CHRISTI INTERNATIONAL AIRPORT,TX,30-Jan,17,3.4,125,252,148,405,70,30,64.9,49.3,63.9,4.5,1,1,1,50,75,63.9,63.1,4,291,1,187,14.7,20,91,5.6
1447,1447,USW00014820,CLEVELAND HOPKINS INTERNATIONAL AIRPORT,OH,3-Jan,17,0,152,57,50,689,52,8.1,37.9,23.4,31.6,33.4,1,1,1,18,44.1,31.6,23.2,6,273,7,189,11.4,24,234,5.7
1448,1448,USW00012834,DAYTONA BEACH INTERNATIONAL AIRPORT,FL,20-Jan,12,3.4,215,204,240,245,96,28,64,48.2,64.4,4.1,1,1,1,52,75.9,64.3,63.8,1,214,7,178,11.3,16,310,3.5
1449,1449,USW00093822,SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT,IL,4-Feb,12,-777.7,131,305,69,456,39,1,37.9,21.4,31.5,33.5,1,1,1,14,48,31.5,22.7,6,194,7,179,12.2,9,261,3.7
1450,1450,USW00014777,WILKES BARRE SCRANTON INTERNATIONAL AIRPORT,PA,9-Jan,7,0,96,146,66,639,53,1,34,18.3,24.8,40.2,1,1,1,8.1,39,24.8,17.6,6,286,8,165,7.1,156,273,2.5
1451,1451,USW00013889,JACKSONVILLE INTERNATIONAL AIRPORT,FL,23-Feb,9,0.5,184,265,124,364,63,32,63,49.1,55.6,9.9,1,1,1,43,66,55.6,54.4,2,168,8,155,7.9,129,315,2.2
1452,1452,USW00093822,SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT,IL,6-Jan,1,0,63,385,51,487,14,1.9,37,21.2,26.5,38.5,1,1,1,9,41,26.5,17.6,8,200,5,197,10.7,36,250,3.3
1453,1453,USW00003947,KANSAS CITY INTERNATIONAL AIRPORT,MO,22-Mar,20,0.3,128,244,116,419,93,19.9,48.9,34.1,47.4,17.9,1,1,1,34,64,47.4,43.7,5,170,3,159,11,40,94,1.7
1454,1454,USW00026617,NOME MUNICIPAL AIRPORT,AK,10-Feb,16,0,141,228,75,456,100,-20,27,5.3,12.5,52.5,1,1,1,-9.9,30.9,12.5,2,3,267,2,234,10.3,154,64,6.7
1455,1455,USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT,CT,19-Jan,15,0,259,130,125,389,98,-5.1,33.1,16.1,31.3,33.7,1,1,1,16,44.1,31.3,23.3,8,291,1,164,10.7,69,303,5.2
1456,1456,USW00013737,NORFOLK INTERNATIONAL AIRPORT,VA,31-Jan,5,0,90,409,92,351,58,12.9,46.9,29.1,37.3,27.7,1,1,1,25,53.1,37.3,31.5,1,229,6,205,9.7,78,329,2.7
1457,1457,USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT,CT,6-Mar,11,0,198,149,126,430,97,1.9,36,20.6,36.3,28.7,1,1,1,25,48,36.3,29.6,1,237,8,222,10.4,87,324,4.7
1458,1458,USW00014820,CLEVELAND HOPKINS INTERNATIONAL AIRPORT,OH,23-Feb,18,-777.7,204,94,44,603,55,10.9,39.9,24.8,34.6,30.4,1,1,1,21.9,48.9,34.6,27.1,6,180,7,172,11.2,20,267,3.4
1459,1459,USW00023044,EL PASO INTERNATIONAL AIRPORT,TX,14-Feb,8,0,231,299,204,176,90,12,37.9,25.9,42.9,22.1,1,1,1,32,53.1,42.9,39.9,1,220,2,125,6.5,173,340,1
1460,1460,USW00023237,STOCKTON METROPOLITAN AIRPORT,CA,14-Mar,6,-777.7,129,500,131,228,12,35.1,50,42.6,45.6,19.4,NA,NA,NA,37.9,53.1,45.6,43.4,4,191,7,157,5.3,248,226,0.9
1461,1461,USW00025501,KODIAK AIRPORT,AK,16-Feb,4,0,121,204,81,535,58,7,37,24.2,30.2,34.8,1,1,1,18,37.9,30.2,21.6,8,375,7,172,11.7,67,335,4.1
1462,1462,USW00022536,LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1,HI,14-Mar,14,11.5,288,131,243,191,146,57.9,69.1,64.1,76.8,0,1,1,1,72,80.1,76.5,76.5,2,449,3,296,14.8,2,63,10.6
1463,1463,USW00024029,SHERIDAN AIRPORT,WY,14-Feb,14,-777.7,254,249,118,317,61,1.9,30,18.4,35.5,29.6,1,1,1,14,53.1,35.5,29.5,8,346,1,153,9.6,107,311,5.4
1464,1464,USW00003945,COLUMBIA REGIONAL AIRPORT,MO,2-Jan,6,0,59,405,50,467,18,3,37,21.6,26.7,38.3,1,1,1,9,43,26.7,18.1,5,175,8,169,9.7,29,242,1.8
1465,1465,USW00012916,NEW ORLEANS INTERNATIONAL AIRPORT,LA,17-Jan,12,1.7,217,171,150,393,70,23,63,43.5,57,9.7,1,1,1,43,73,57,55.1,1,218,2,209,11,16,22,1.9
1466,1466,USW00014837,MADISON DANE CO REGIONAL AIRPORT,WI,22-Mar,21,-777.7,100,350,71,426,51,15.1,39.9,26.9,36.4,28.6,1,1,1,26.1,50,36.4,31,2,185,8,162,8.7,133,72,1.1
1467,1467,USW00093730,ATLANTIC CITY INTERNATIONAL AIRPORT,NJ,31-Mar,12,0.9,185,296,115,351,53,19,52,35.7,54.2,11.8,1,1,1,43,68,54.2,51.8,8,217,5,149,13.5,13,272,2.1
1468,1468,USW00024257,REDDING MUNICIPAL AIRPORT,CA,26-Feb,5,0,82,394,54,431,39,27,48,37.8,43.7,21.3,1,1,1,35.1,52,43.7,41.4,NA,NA,NA,NA,NA,NA,NA,NA
1469,1469,USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,CA,25-Feb,23,0.1,224,287,113,256,120,37,55,47.3,56.2,8.8,1,1,1,52,60.1,56.2,56.1,3,194,7,192,6.6,78,248,0.6
1470,1470,USW00094847,DETROIT METROPOLITAN AIRPORT,MI,25-Mar,19,0.1,203,106,127,483,81,15.1,45,29.5,43.4,21.8,1,1,1,30.9,57.9,43.4,38.2,7,157,8,141,11,11,272,1.4
1471,1471,USW00014943,SIOUX CITY GATEWAY AIRPORT,IA,3-Feb,2,0,60,383,111,404,42,-9.9,30,12.8,18.3,46.7,1,1,1,-2,34,18.3,7.7,8,315,4,230,10.2,58,340,2.8
1472,1472,USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT,MN,16-Mar,4,0,68,412,57,435,27,-8,30,12,18.1,46.9,1,1,1,-2,33.1,18.1,9.8,8,147,4,126,7.2,129,327,0.8
1473,1473,USW00013865,MERIDIAN KEY FIELD,MS,15-Jan,18,0.2,106,372,103,388,32,18,55.9,36.5,47.6,17.5,1,1,1,35.1,62.1,47.6,45.2,8,167,1,159,6,189,343,1.2
1474,1474,USW00021504,HILO INTERNATIONAL AIRPORT 87,HI,6-Feb,14,12,274,78,253,267,129,57,68,63.3,77.5,0,1,1,1,72,82,77,77,1,294,3,266,11.3,9,59,6.6
1475,1475,USW00023009,ROSWELL INDUSTRIAL AIR PARK,NM,16-Feb,20,-777.7,129,534,109,170,59,10,36,23.9,48.3,16.8,1,1,1,36,59,48.3,45.5,5,236,6,193,9.2,16,221,3.3
1476,1476,USW00024149,LEWISTON NEZ PERCE CO AIRPORT,ID,26-Jan,10,0,147,196,69,551,37,18,36,27.8,36.3,28.7,1,1,1,28,45,36.3,31.9,3,207,5,157,6.8,214,139,2.8
1477,1477,USW00023044,EL PASO INTERNATIONAL AIRPORT,TX,15-Jan,17,0.2,233,330,178,162,96,10.9,36,23.2,54.8,10.4,1,1,1,43,64.9,54.8,53.7,7,212,6,203,7.8,138,263,2.9
